Site,Plot,OpenSkyrep1,Openskyrep2,Lightrep1ab,Lightrep1be,Lightrep2ab,Lightrep2be,Lightrep3ab,Lightrep3be,ANPPgrass,ANPPwoody,ANPPforb,ANPPpyd,ANPPpine,TreeNum,FRI,FRIRatio,TimeSinceLastBurn,Season ,Region,GSavglowtemp,GSavghightemp,GSprecip ,Elevation,USEcoregions4
CNF1,7,1674,1702,1583,588,1541,887,1528,600,18.34,5.1,,17.9,14.3,0,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,8,1674,1702,1588,937,1576,499,1513,506,10.17,6.46,0.88,12.22,13.68,0,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,9,1674,1702,163,114,263,135,481,139,15.59,3.62,,4.95,8.68,0,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,10,1674,1702,1563,342,1503,404,776,523,,,,,,0,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,11,1674,1702,1510,449,1590,314,1577,376,17.63,6.44,1.33,19.02,6.65,0,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,12,1674,1702,1516,749,1589,723,1590,903,13.57,2.32,0.62,12.46,13.74,0,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,13,1674,1702,1517,504,1579,230,1598,647,16.7,2.14,,16.11,21.23,0,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,14,1674,1702,1530,460,1604,539,1577,443,17.03,16.05,0.09,13.81,18.67,0,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,15,1674,1702,1522,576,1592,603,1566,779,28.34,6.97,0.11,23.75,11.09,0,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,16,1674,1702,1569,941,747,495,939,147,7.55,6.17,,11.07,21.29,0,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,17,1674,1702,553,119,510,241,455,299,17.69,2.1,,15.76,15.99,1,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,18,1674,1702,1584,573,1506,735,1552,1294,,,,,,1,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,19,1674,1702,1597,524,1565,379,1519,748,17.91,4.11,0.86,17.31,12.78,0,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,20,1674,1702,1609,695,1524,686,1582,572,,,,,,0,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,21,1674,1702,1519,600,1624,614,1638,588,13.16,0.6,0.43,11.36,17.15,1,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,22,1674,1702,1591,789,1636,930,1644,519,11.35,5.58,0.2,15.99,18.93,0,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,23,1674,1702,1553,804,1641,861,1632,898,9.44,5.63,0.13,10.6,19.2,0,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,24,1674,1702,814,128,574,565,236,225,,,,,,1,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF1,25,1674,1702,293,191,139,40,200,69,10.44,1.74,0.48,18.26,19.54,0,3.33333333,0.27272727,1,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF2,1,1856,1980,722,466,469,287,1239,601,24.48,6.3,6.01,5.18,38.84,1,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,11.37,CarolinaFlatwoods
CNF2,2,1856,1980,327,199,578,290,901,227,4.7,3.2,0.83,2.74,27.24,2,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,3,1856,1980,927,616,1809,1744,1227,881,2.81,0.18,7.83,0.23,9.31,1,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,4,1856,1980,1839,1405,1805,1660,1815,1497,8.2,1.62,1.99,1.9,8.71,0,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,5,1856,1980,1859,1523,1865,1336,1897,1407,7.71,2.77,,1.25,13.53,0,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,6,1856,1980,1811,1234,1890,1297,1879,1214,11.72,,1.39,2.76,20.93,3,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,7,1856,1980,1910,1508,1832,1408,1861,1677,2.75,0.15,1.3,1.07,10.57,0,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,8,1856,1980,1572,1426,901,629,1875,1516,13.14,1.99,3.83,2.83,10.73,0,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,9,1856,1980,671,412,1137,316,523,375,8.56,8.8,2.38,1.26,23.23,0,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,10,1856,1980,1299,1052,1842,1260,1871,803,8.51,3.44,2.43,1.5,20.58,1,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,11,1856,1980,439,373,544,272,1424,595,29.04,9.04,3.72,8.59,16.54,1,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,12,1856,1980,1897,1444,880,349,888,751,9.6,2.25,,5.32,16.95,1,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,13,1856,1980,1208,1088,502,396,473,219,9.88,8.23,0.62,3.69,19.22,1,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,14,1856,1980,1967,1125,1702,1003,1955,1092,5.91,10.67,2.25,1.2,12.4,0,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,15,1856,1980,549,446,609,437,885,521,9.03,4.09,10.28,3.42,8.24,0,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,16,1856,1980,475,240,327,238,493,410,7.65,9.48,12.93,3.08,5.82,0,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,17,1856,1980,1885,1653,1873,1851,867,534,9.59,19.47,,2.24,5.1,0,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,18,1856,1980,1628,1331,581,390,1057,613,5.5,5.18,1.29,2.29,14.71,2,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,19,1856,1980,694,262,450,444,570,461,5.97,5.75,0.95,1.76,46.72,1,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,20,1856,1980,1382,922,1302,1199,1470,1407,3.14,0.4,,1.46,33.48,1,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,21,1856,1980,546,369,1323,1062,1186,1167,2.2,1.77,1.99,0.97,20.15,3,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,22,1856,1980,1194,1058,1244,1151,1469,1108,2.01,1.58,0.71,0.52,20.03,1,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,23,1856,1980,1620,1340,1046,858,752,420,6.69,16.83,0.16,1.83,11.61,0,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,24,1856,1980,1701,1437,1745,942,1686,895,11.32,4.2,,5.69,9.03,0,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF2,25,1856,1980,1685,1255,1724,947,1729,1296,15.84,12.48,,,12.89,0,2.4,0.44,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF3,1,,,,,,,,,11.24,9.42,6.52,2.51,25.91,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF3,2,,,,,,,,,5.18,14.39,5.33,1.59,23.46,1,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,10.51,CarolinaFlatwoods
CNF3,3,,,,,,,,,8.57,11.75,9.83,0.78,14.17,1,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,4,,,,,,,,,22.43,14.31,1.45,7.09,17.43,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,5,,,,,,,,,19.69,8.43,3.74,2.18,15.13,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,6,,,,,,,,,5.16,13.81,2.43,1.36,14.34,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,7,,,,,,,,,,17.99,5.42,,20.67,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,8,,,,,,,,,4.96,14.25,2.65,0.58,21.63,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,9,,,,,,,,,15.06,4.42,2.02,1.09,25.1,1,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,10,,,,,,,,,18.08,3.9,1.61,1.51,37.6,1,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,11,,,,,,,,,11.66,5.47,1.44,0.85,28.1,1,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,12,,,,,,,,,14.04,0.41,3.46,1.72,22.74,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,13,,,,,,,,,13.5,4.71,1.91,1.15,13.41,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,14,,,,,,,,,,17.63,4.84,,16.79,2,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,15,,,,,,,,,6.67,20.01,4.72,0.94,18.87,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,16,,,,,,,,,11.54,16.7,5.62,1.17,24.93,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,17,,,,,,,,,9.9,3.97,3.54,1.85,16.89,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,18,,,,,,,,,8.62,6.39,6.93,2.32,13.95,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,19,,,,,,,,,18.82,3.09,5.44,1.19,25.53,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,20,,,,,,,,,30.66,9.53,,2.31,26.19,1,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,21,,,,,,,,,13.88,3.7,3.02,1.29,15.59,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,22,,,,,,,,,21.66,15.51,,1.64,23.81,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,23,,,,,,,,,15.91,5.74,3.6,2.53,21.41,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,24,,,,,,,,,13.37,5.56,3.1,1.94,19.33,1,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
CNF3,25,,,,,,,,,5.9,16.79,2.08,1,27.84,0,2.75,0.34782608,0,0,OuterCoastalPlain,15.95,28.26,905.76,9.03,CarolinaFlatwoods
